Timestamp,1. How comfortable are you with your surroundings in school ?,2. How would you rate the quality of your relationships with your classmates?,3. Do you have any close friends at school?,"4. If 'YES', how did they affect in your academics?",5. What is the part of your student life that you are unsatisfied with the most?,6. Do you sometimes feel isolated in your college  environment?,7. How often do external problems affect your academics ?,8. Does your personal relationship (Love Life) affect your academic level  ?,9. Do you feel comfortable seeking help or advice from friends when facing academic challenges?,"10. Are you engaged in any external activities  (Associations, Clubs, organizations...) outside of academics? ","11. If 'YES',How often are you engaged in these social activities ? ",1. Does your academic study affect your mental well-being?,2. If 'YES' rate it: ,3. Do you feel motivated to wake up and go to college?,4. How stresseful  school is for you?,5. How would you rate the university environment ?,6. Do you experience any sleep disorders during exams and assesment due to the university environment ?,7. Is it tough for you to fulfill your ambitions ?,"8. If you could choose any of these words to describe your mental health, which would suit you? ",9. Do academic results affect your mental health ?,"1. Are you engaged in any physical activities ? (gym, sport activity ...)","2. If ""NO"", tell us why ",3. Do you often have time to have lunch during the break,4. Does it cause you any eat disorders,5. How many hours of sleep do you get on an average night at university ?,6. How would you describe your daily routine?,7. How do you rate your overall health ?,1. How do you rate your emotional resilience ?,2. Have you ever felt like you lack a sense of purpose in your studies ?,3. How confident do you feel in your ability to overcome challenges in your academic life?,4. Have you ever received training or support in developing emotional resilience skills?,"5. If 'YES', did it help ?",6. How often do you engage in activities that help you relax and unwind?,Are you?,15.Age ,Status ,Level of education,Field of study,Location,Governorates,Your university ,How well do you describe yourself academically ?,Share your opinon about the surveys 
10/21/2023 14:20:08,1,2,No,NULL,Subjects,Rarely,Sometimes,Disagree,Neutral,No,NULL,No,NULL,Rarely,3,Good,sometimes,No,happy,Yes,Yes,NULL,No,Yes,5-6 hours,Boring,7,5,No,Neutral,No,NULL,Rarely,Female,18-21,Taken,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Germany,NULL,Public,6,
10/21/2023 14:35:01,6,5,Yes,Normal,"Social life, Schedule",Sometimes,Rarely,Disagree,Neutral,"Yes, occasionally",Monthly,Yes,6,Sometimes,8,Stressful,not much,Yes,bored,Yes,No,Schedule,Yes,No,6-7 hours,Boring,6,8,Yes,Confident,No,NULL,Rarely,Female,18-21,Single,Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,8,
10/21/2023 14:43:10,3,3,Yes,Normal,"Social life, Schedule",Always,Often,Disagree,Uncomfortable,No,NULL,Yes,8,Rarely,9,Toxic,always,Yes,overwhelmed,Yes,No,Schedule,No,Yes,5-6 hours,Boring,2,5,Yes,Unconfident,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/21/2023 14:46:48,6,7,Yes,Normal,"Subjects, Exams",Rarely,Sometimes,Agree,Neutral,"Yes, occasionally",Rarely,Yes,7,Never,8,Stressful,occasionally,No,bored,Yes,No,other reasons,Yes,No,6-7 hours,Boring,7,8,No,Confident,No,NULL,Rarely,Female,18-21,Single,PhD,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,8,Toooo long
10/21/2023 14:54:13,5,4,No,NULL,Social life,Never,Never,Disagree,Neutral,No,NULL,Yes,7,Often,5,Good,sometimes,No,trying my best,Yes,Yes,NULL,Yes,No,7-9 hours,Boring,8,10,Yes,Confident,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/21/2023 15:25:59,8,6,Yes,Normal,"Social life, Subjects",Sometimes,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,No,NULL,Sometimes,7,Good,not much,No,trying my best,No,Yes,NULL,Yes,No,7-9 hours,Intresting,8,9,No,Confident,No,NULL,Weekly,Male,24-28,Single,Master's,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Public,8,
10/21/2023 15:31:28,6,5,No,NULL,Social life,Often,Often,Agree,Neutral,"Yes, Too Much",Weekly,Yes,8,Sometimes,9,Stressful,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,7,5,Yes,Neutral,No,No,Never,Male,24-28,Single,Master's,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Public,6,
10/21/2023 15:33:39,9,1,Yes,Normal,"Social life, Administration",Sometimes,Sometimes,Disagree,Comfortable,No,NULL,Yes,8,Rarely,4,Good,sometimes,Yes,struggling,Yes,Yes,NULL,No,Yes,7-9 hours,Boring,8,10,Yes,Confident,No,NULL,Weekly,Male,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Public,5,
10/21/2023 15:33:54,5,4,Yes,Normal,Social life,Rarely,Rarely,Disagree,Neutral,No,NULL,Yes,3,Rarely,3,Stressful,sometimes,Yes,bored,No,No,other reasons,No,Yes,5-6 hours,Boring,3,3,No,Neutral,Yes,Quiet helpful,Rarely,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/21/2023 15:34:09,7,2,Yes,Positive/Good,"Social life, Schedule",Sometimes,Often,Agree,Uncomfortable,"Yes, occasionally",Weekly,Yes,7,Often,6,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,Yes,6-7 hours,Challenging,5,4,Yes,Confident,No,NULL,Never,Male,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,,Public,8,
10/21/2023 15:37:33,9,7,Yes,Positive/Good,Nothing,Rarely,Never,Agree,Comfortable,"Yes, Too Much",Weekly,Yes,8,Often,3,Good,not much,No,trying my best,Yes,Yes,NULL,Yes,No,7-9 hours,Intresting,7,8,No,Confident,No,NULL,Rarely,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,8,Interesting and somehow entertaining 
10/21/2023 16:09:20,7,7,Yes,Normal,"Social life, Schedule",Often,Often,Agree,Comfortable,No,NULL,Yes,8,Rarely,8,Stressful,always,Yes,excited,Yes,Yes,NULL,Yes,No,5-6 hours,Challenging,9,8,No,Confident,No,NULL,Weekly,Male,22-24,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Germany,NULL,Public,7,
10/21/2023 16:19:46,5,3,Yes,Positive/Good,"Teacher, Subjects, Exams",Rarely,Rarely,Agree,Neutral,"Yes, Too Much",Daily,Yes,8,Never,9,Stressful,sometimes,Yes,overwhelmed,No,No,I have other engagements,Yes,No,6-7 hours,Challenging,6,8,Yes,Unconfident,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Public,7,
10/21/2023 16:23:28,1,1,No,NULL,"Social life, Administration, transportation systems",Always,Always,Agree,Uncomfortable,No,NULL,Yes,10,Rarely,10,Toxic,always,Yes,trying my best,Yes,Yes,NULL,No,Yes,5-6 hours,Boring,6,10,Yes,Confident,No,NULL,Rarely,Female,22-24,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Public,8,very thourough 
10/21/2023 16:49:02,8,2,No,NULL,"Social life, Schedule, Exams",Always,Always,Agree,Uncomfortable,No,NULL,Yes,9,Never,10,Stressful,always,Yes,struggling,Yes,Yes,NULL,No,Yes,Less than 5 hours,Challenging,4,1,Yes,Unconfident,No,NULL,Daily,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Public,8,
10/21/2023 17:38:24,8,8,Yes,Negative/Badly,Social life,Never,Rarely,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,8,Often,5,Good,sometimes,No,excited,Yes,Yes,NULL,Yes,No,5-6 hours,Intresting,7,8,No,Confident,No,NULL,Monthly,Female,22-24,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Private,9,it was clear and interesting
10/21/2023 18:08:30,8,8,Yes,Positive/Good,"Schedule, Administration",Never,Rarely,Disagree,Comfortable,"Yes, Too Much",Daily,No,NULL,Often,7,Stressful,sometimes,No,trying my best,No,Yes,NULL,Yes,No,5-6 hours,Challenging,7,8,Yes,Neutral,Yes,Quiet helpful,Weekly,Male,22-24,Taken,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,7,
10/21/2023 18:33:28,1,6,Yes,Normal,"Social life, Subjects, Exams",Rarely,Always,Disagree,Uncomfortable,No,Rarely,No,1,Never,10,Toxic,never,No,bored,No,Yes,I have other engagements,No,No,Less than 5 hours,Boring,1,1,No,Unconfident,No,NULL,Never,Male,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Public,5,
10/21/2023 19:26:58,6,6,Yes,Normal,Subjects,Rarely,Rarely,Disagree,Neutral,"Yes, occasionally",Rarely,Yes,6,Rarely,7,Stressful,occasionally,No,trying my best,Yes,No,other reasons,Yes,Yes,6-7 hours,Boring,5,7,Yes,Neutral,Yes,Quiet helpful,Monthly,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Ben Arous,Public,7,
10/21/2023 19:32:04,7,5,No,NULL,"Schedule, Administration",Sometimes,Rarely,Disagree,Neutral,No,NULL,No,NULL,Sometimes,1,Good,not much,No,excited,Yes,No,Schedule,Yes,No,6-7 hours,Boring,7,6,No,Confident,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),Art ,Tunisia,Nabeul,Public,5,Good
10/21/2023 19:58:58,8,9,Yes,Normal,Schedule,Rarely,Rarely,Disagree,Neutral,"Yes, occasionally",Monthly,Yes,7,Sometimes,5,Good,occasionally,Yes,trying my best,No,No,other reasons,Yes,No,5-6 hours,Boring,6,8,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),Graphic design ,Tunisia,Nabeul,Public,7,
10/21/2023 20:05:44,9,8,Yes,Positive/Good,"Subjects, Administration",Rarely,Sometimes,Disagree,Neutral,No,NULL,Yes,7,Rarely,7,Stressful,occasionally,No,trying my best,Yes,No,I have other engagements,Yes,No,6-7 hours,Boring,7,6,Yes,Neutral,Yes,Quiet helpful,Monthly,Female,22-24,Taken,Master's,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/21/2023 20:11:20,4,3,Yes,Normal,"Subjects, Exams",Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,6,Sometimes,8,Good,sometimes,Yes,trying my best,Yes,No,other reasons,Yes,Yes,6-7 hours,Boring,5,4,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Public,6,
10/21/2023 20:12:15,1,1,No,NULL,"Subjects, Schedule, Exams",Always,Always,Agree,Comfortable,"Yes, Too Much",Daily,Yes,10,Never,10,Toxic,always,Yes,struggling,Yes,No,other reasons,Yes,No,6-7 hours,Boring,1,1,Yes,Unconfident,No,NULL,Rarely,Female,24-28,Single,Master's,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ben Arous,Public,3,Fun
10/21/2023 20:12:52,7,8,No,NULL,"Subjects, Schedule",Rarely,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,4,Sometimes,5,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,7,5,Yes,Confident,No,NULL,Weekly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mannouba,Public,6,
10/21/2023 20:15:32,8,7,Yes,Normal,"Schedule, Exams",Rarely,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,6,Rarely,4,Good,sometimes,Yes,bored,No,No,other reasons,Yes,Yes,7-9 hours,Intresting,7,9,Yes,Neutral,No,NULL,Daily,Female,18-21,Single,Undergraduate (Bachelor),Business computing ,Tunisia,Tunis,Public,7,
10/21/2023 20:17:22,7,8,Yes,Positive/Good,Schedule,Rarely,Sometimes,Disagree,Comfortable,"Yes, occasionally",Rarely,Yes,8,Often,4,Good,not much,Yes,excited,Yes,No,Schedule,Yes,No,6-7 hours,Challenging,7,8,No,Confident,No,NULL,Rarely,Female,22-24,Single,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,7,
10/21/2023 20:20:38,7,8,Yes,Positive/Good,"Teacher, Subjects, Administration",Sometimes,Sometimes,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,6,Often,4,Good,never,No,trying my best,Yes,Yes,NULL,Yes,Yes,5-6 hours,Challenging,8,7,Yes,Confident,Yes,Soo helpful,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/21/2023 20:22:11,6,5,Yes,Positive/Good,"Subjects, Schedule, Exams",Often,Rarely,Disagree,Neutral,No,NULL,Yes,8,Sometimes,8,Good,not much,Yes,bored,Yes,No,Schedule,Yes,Yes,6-7 hours,Boring,7,8,Yes,Neutral,No,NULL,Never,Male,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mannouba,Public,8,i'm good with it and i loved answering it
10/21/2023 20:28:07,6,5,Yes,Positive/Good,"Social life, Teacher",Often,Often,Agree,Neutral,No,NULL,Yes,8,Sometimes,8,Good,sometimes,No,bored,Yes,No,I have other engagements,Yes,No,7-9 hours,Boring,5,3,No,Confident,Yes,Not realy,Weekly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,,Public,8,
10/21/2023 20:32:07,8,7,Yes,Normal,"Social life, Subjects, Exams",Sometimes,Sometimes,Agree,Comfortable,No,NULL,No,NULL,Rarely,5,Good,always,No,bored,No,No,Schedule,No,Yes,5-6 hours,Boring,5,6,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/21/2023 20:34:35,10,9,Yes,Positive/Good,Schedule,Rarely,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,No,NULL,Sometimes,5,Good,never,No,trying my best,No,Yes,other reasons,No,Yes,5-6 hours,Challenging,6,4,No,Confident,No,NULL,Never,Male,18-21,Single,Undergraduate (Bachelor),IT,Tunisia,Mannouba,Public,7,
10/21/2023 20:37:19,7,8,No,NULL,"Social life, Administration",Sometimes,Sometimes,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,7,Sometimes,9,Stressful,not much,No,trying my best,Yes,No,other reasons,Yes,No,7-9 hours,Intresting,8,7,Yes,Confident,Yes,Quiet helpful,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/21/2023 20:37:32,9,7,Yes,Positive/Good,"Teacher, Schedule, Administration",Sometimes,Sometimes,Disagree,Comfortable,"Yes, Too Much",Weekly,No,NULL,Sometimes,4,Good,sometimes,Yes,excited,No,Yes,NULL,No,Yes,5-6 hours,Intresting,8,8,No,Confident,No,NULL,Weekly,Male,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mannouba,Public,7,"It covers deep points in subjects that no one talks about, so keep it up hope my answers help in a certain way ."
10/21/2023 20:37:32,4,1,No,NULL,"Social life, Schedule",Often,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",Weekly,Yes,8,Rarely,7,Stressful,occasionally,No,bored,Yes,Yes,NULL,Yes,Yes,5-6 hours,Boring,7,5,Yes,Confident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/21/2023 20:42:55,2,3,No,NULL,"Subjects, Schedule, Exams",Always,Sometimes,Agree,Comfortable,No,NULL,Yes,8,Never,8,Toxic,sometimes,Yes,struggling,Yes,No,I have other engagements,No,Yes,5-6 hours,Boring,5,1,Yes,Neutral,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,6,
10/21/2023 20:44:03,6,3,No,NULL,"Social life, Schedule",Always,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",NULL,Yes,5,Never,8,Good,sometimes,Yes,trying my best,No,Yes,NULL,Yes,No,5-6 hours,Boring,7,1,Yes,Neutral,No,NULL,Never,Female,22-24,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Private,7,
10/21/2023 20:48:47,5,7,Yes,Normal,"Teacher, Schedule",Rarely,Always,Disagree,Uncomfortable,No,NULL,Yes,6,Sometimes,10,Stressful,always,Yes,trying my best,Yes,No,other reasons,Yes,No,6-7 hours,Boring,3,3,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,5,No idea
10/21/2023 20:58:30,7,5,No,NULL,"Social life, Schedule",Sometimes,Often,Agree,Neutral,No,NULL,Yes,6,Sometimes,4,Stressful,not much,Yes,bored,No,No,I have other engagements,No,No,6-7 hours,Boring,5,8,Yes,Confident,Yes,Soo helpful,Daily,Gay,18-21,Single,Undergraduate (Bachelor),"Humanities ( history, philosophy, religion....)",Armenia,NULL,Public,2,
10/21/2023 20:59:25,9,10,No,NULL,"Schedule, Exams",Sometimes,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,No,NULL,Always,6,Motivating,always,Yes,excited,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,9,9,No,Confident,Yes,Quiet helpful,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,8,Quite interesting 
10/21/2023 21:05:57,8,9,Yes,Positive/Good,Teacher,Never,Never,Agree,Comfortable,"Yes, Too Much",Weekly,Yes,5,Sometimes,7,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,Yes,5-6 hours,Challenging,7,7,Yes,Confident,Yes,Quiet helpful,Daily,Male,18-21,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,8,
10/21/2023 21:08:44,6,8,Yes,NULL,"Subjects, Exams, Administration",Often,Sometimes,Disagree,Comfortable,No,NULL,Yes,7,Often,7,Good,occasionally,No,trying my best,Yes,No,Schedule,Yes,Yes,6-7 hours,Intresting,5,8,Yes,Unconfident,Yes,Soo helpful,Rarely,Female,22-24,Single,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Nabeul,Public,5,
10/21/2023 21:09:57,4,3,No,NULL,"Social life, Subjects",Sometimes,Sometimes,Agree,Comfortable,"Yes, occasionally",Weekly,Yes,6,Sometimes,5,Stressful,sometimes,No,struggling,Yes,Yes,NULL,Yes,Yes,6-7 hours,Challenging,5,5,No,Confident,No,NULL,Monthly,Male,22-24,Single,Engineering,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,6,
10/21/2023 21:10:18,5,5,Yes,Normal,"Social life, Subjects",Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,6,Often,6,Good,sometimes,No,trying my best,Yes,No,other reasons,Yes,No,7-9 hours,Boring,5,5,No,Neutral,Yes,Quiet helpful,Rarely,Female,22-24,Single,Master's,Finance ,Tunisia,Sousse,Public,8,
10/21/2023 21:45:03,4,3,Yes,Normal,Exams,Rarely,Often,Disagree,Uncomfortable,"Yes, occasionally",Monthly,No,NULL,Rarely,3,Good,sometimes,Yes,trying my best,No,No,Schedule,No,No,5-6 hours,Challenging,1,8,Yes,Neutral,No,Not realy,Monthly,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Kuwait,NULL,Private,4,
10/21/2023 21:45:17,8,7,No,NULL,Social life,Rarely,Rarely,Agree,Comfortable,No,NULL,Yes,7,Sometimes,1,Motivating,never,No,bored,No,No,other reasons,Yes,No,6-7 hours,Intresting,6,8,No,Confident,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mannouba,Public,7,
10/21/2023 21:47:57,8,6,No,Normal,Exams,Rarely,Rarely,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,5,Sometimes,4,Toxic,occasionally,No,overwhelmed,No,No,I have other engagements,Yes,Yes,Less than 5 hours,Challenging,5,4,No,Unconfident,No,Not realy,Monthly,Male,22-24,Taken,Pre-Engineering,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,5,
10/21/2023 21:48:49,4,3,Yes,Positive/Good,Social life,Never,Rarely,Disagree,Comfortable,"Yes, occasionally",Monthly,No,NULL,Sometimes,6,Good,sometimes,Yes,overwhelmed,No,Yes,NULL,Yes,No,6-7 hours,Boring,7,1,Yes,Confident,No,Not realy,Rarely,Female,18-21,Taken,Undergraduate (Bachelor),"Humanities ( history, philosophy, religion....)",Kuwait,,Private,5,
10/21/2023 21:49:02,9,7,Yes,Positive/Good,Exams,Rarely,Never,Disagree,Neutral,"Yes, occasionally",Rarely,No,NULL,Sometimes,1,Good,never,No,bored,No,Yes,NULL,No,No,6-7 hours,Boring,6,9,Yes,Confident,No,NULL,Weekly,Male,22-24,Single,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,7,
10/21/2023 21:58:32,10,10,Yes,Positive/Good,"Exams, Administration",Sometimes,Sometimes,Disagree,Comfortable,No,NULL,No,NULL,Often,6,Stressful,not much,Yes,trying my best,Yes,No,other reasons,Yes,No,Less than 5 hours,Intresting,2,5,Yes,Confident,Yes,Not realy,Rarely,Male,18-21,Single,Engineering,Art,Tunisia,Nabeul,Public,1,
10/21/2023 22:07:08,5,5,Yes,Normal,"Teacher, Schedule, Administration",Rarely,Often,Agree,Uncomfortable,No,NULL,Yes,6,Sometimes,5,Stressful,sometimes,Yes,bored,Yes,No,Schedule,No,Yes,5-6 hours,Boring,6,4,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Pre-Engineering,Fine arts,Tunisia,Nabeul,Public,7,
10/21/2023 22:15:11,8,6,Yes,Normal,Social life,Rarely,Often,Agree,Uncomfortable,No,NULL,Yes,6,Sometimes,5,Stressful,occasionally,No,struggling,Yes,No,other reasons,Yes,No,5-6 hours,Boring,7,5,Yes,Neutral,No,NULL,Never,Female,18-21,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Mannouba,Public,7,
10/21/2023 22:39:37,8,5,Yes,Normal,"Schedule, Exams",Rarely,Rarely,Disagree,Neutral,No,NULL,Yes,7,Rarely,9,Stressful,sometimes,No,trying my best,Yes,Yes,NULL,No,Yes,6-7 hours,Boring,5,6,Yes,Neutral,No,NULL,Weekly,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",France,Sousse,Public,6,
10/21/2023 22:41:34,9,10,Yes,Positive/Good,Exams,Never,Never,Agree,Comfortable,"Yes, Too Much",Daily,No,NULL,Rarely,6,Good,not much,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,8,6,No,Confident,Yes,Quiet helpful,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,8,
10/21/2023 23:33:10,4,4,Yes,Positive/Good,Subjects,Sometimes,Rarely,Disagree,Uncomfortable,"Yes, Too Much",Monthly,Yes,2,Often,2,Good,occasionally,No,excited,Yes,Yes,NULL,Yes,Yes,6-7 hours,Challenging,8,9,Yes,Confident,No,NULL,Weekly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/21/2023 23:40:45,6,5,No,NULL,"Social life, Schedule, Exams",Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,7,Rarely,4,Good,never,Yes,overwhelmed,Yes,No,other reasons,No,Yes,5-6 hours,Boring,5,5,No,Confident,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Bizerte,Public,7,
10/21/2023 23:45:13,8,7,Yes,Positive/Good,"Social life, Exams",Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,8,Rarely,8,Stressful,sometimes,Yes,struggling,Yes,Yes,NULL,Yes,No,5-6 hours,Challenging,7,7,Yes,Neutral,No,NULL,Weekly,Male,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,,Public,7,
10/22/2023 0:22:14,7,9,Yes,Positive/Good,"Teacher, Subjects, Schedule",Rarely,Sometimes,Disagree,Comfortable,"Yes, occasionally",Rarely,No,NULL,Never,6,Stressful,always,Yes,overwhelmed,Yes,Yes,NULL,Yes,Yes,6-7 hours,Intresting,5,8,Yes,Neutral,Yes,Quiet helpful,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,8,
