Timestamp,1. How comfortable are you with your surroundings in school ?,2. How would you rate the quality of your relationships with your classmates?,3. Do you have any close friends at school?,"4. If 'YES', how did they affect in your academics?",5. What is the part of your student life that you are unsatisfied with the most?,6. Do you sometimes feel isolated in your college  environment?,7. How often do external problems affect your academics ?,8. Does your personal relationship (Love Life) affect your academic level  ?,9. Do you feel comfortable seeking help or advice from friends when facing academic challenges?,"10. Are you engaged in any external activities  (Associations, Clubs, organizations...) outside of academics? ","11. If 'YES',How often are you engaged in these social activities ? ",1. Does your academic study affect your mental well-being?,2. If 'YES' rate it: ,3. Do you feel motivated to wake up and go to college?,4. How stresseful  school is for you?,5. How would you rate the university environment ?,6. Do you experience any sleep disorders during exams and assesment due to the university environment ?,7. Is it tough for you to fulfill your ambitions ?,"8. If you could choose any of these words to describe your mental health, which would suit you? ",9. Do academic results affect your mental health ?,"1. Are you engaged in any physical activities ? (gym, sport activity ...)","2. If ""NO"", tell us why ",3. Do you often have time to have lunch during the break,4. Does it cause you any eat disorders,5. How many hours of sleep do you get on an average night at university ?,6. How would you describe your daily routine?,7. How do you rate your overall health ?,1. How do you rate your emotional resilience ?,2. Have you ever felt like you lack a sense of purpose in your studies ?,3. How confident do you feel in your ability to overcome challenges in your academic life?,4. Have you ever received training or support in developing emotional resilience skills?,"5. If 'YES', did it help ?",6. How often do you engage in activities that help you relax and unwind?,Are you?,15.Age ,Status ,Level of education,Field of study,Location,Governorates,Your university ,How well do you describe yourself academically ?,Share your opinon about the surveys 
10/22/2023 1:13:03,8,8,Yes,Positive/Good,"Teacher, Exams",Rarely,Rarely,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,7,Always,8,Good,never,No,struggling,Yes,No,Schedule,Yes,No,6-7 hours,Challenging,8,7,No,Confident,No,NULL,Rarely,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,Good 
10/22/2023 1:13:52,7,7,Yes,Normal,"Schedule, Exams, Administration",Never,Often,Disagree,Neutral,"Yes, Too Much",Monthly,Yes,9,Often,9,Good,always,Yes,trying my best,Yes,No,I have other engagements,Yes,No,5-6 hours,Challenging,5,7,Yes,Confident,No,NULL,Rarely,Female,24-28,Single,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Public,8,Satisfying in general. Good luck !
10/22/2023 7:00:31,5,5,Yes,Positive/Good,Exams,Sometimes,Often,Agree,Neutral,"Yes, occasionally",Weekly,Yes,6,Sometimes,7,Stressful,sometimes,No,trying my best,Yes,No,Schedule,No,No,5-6 hours,Challenging,7,6,Yes,Neutral,No,NULL,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Jordan,,Private,8,
10/22/2023 7:01:15,8,8,Yes,Normal,"Teacher, Exams, Administration",Rarely,Never,Agree,Neutral,"Yes, occasionally",Weekly,Yes,8,Sometimes,7,Stressful,sometimes,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,8,7,No,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Romania,NULL,Private,8,
10/22/2023 7:55:14,8,8,No,NULL,Administration,Often,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",Monthly,Yes,8,Sometimes,8,Good,sometimes,No,trying my best,Yes,No,Schedule,Yes,Yes,5-6 hours,Challenging,7,8,Yes,Confident,No,NULL,Rarely,Female,18-21,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sfax,Public,8,
10/22/2023 9:37:03,8,7,Yes,Normal,"Subjects, Administration",Rarely,Sometimes,Agree,Uncomfortable,"Yes, Too Much",Daily,Yes,8,Often,7,Good,not much,No,excited,Yes,No,Schedule,Yes,No,6-7 hours,Challenging,9,6,Yes,Confident,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Public,7,
10/22/2023 10:06:30,8,7,Yes,Positive/Good,"Subjects, Exams",Never,Never,Agree,Neutral,"Yes, occasionally",Monthly,Yes,6,Rarely,9,Stressful,sometimes,No,bored,Yes,Yes,NULL,Yes,Yes,5-6 hours,Challenging,9,6,No,Neutral,No,NULL,Monthly,Male,24-28,Married,Master's,"Humanities ( history, philosophy, religion....)",Egypt,,Public,8,
10/22/2023 10:27:53,5,4,No,NULL,"Social life, Teacher, Administration",Always,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",Rarely,No,NULL,Rarely,5,Stressful,never,Yes,overwhelmed,Yes,No,other reasons,No,No,6-7 hours,Boring,7,8,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sfax,Public,4,Important
10/22/2023 10:33:25,9,8,Yes,Normal,Exams,Rarely,Often,Disagree,Comfortable,"Yes, Too Much",Weekly,No,NULL,Sometimes,5,Good,always,Yes,excited,No,No,other reasons,Yes,Yes,6-7 hours,Challenging,7,8,Yes,Confident,No,NULL,Monthly,Male,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sidi Bouzid,Public,7,
10/22/2023 11:16:20,10,10,Yes,Positive/Good,Exams,Never,Rarely,Disagree,Neutral,"Yes, occasionally",Weekly,No,NULL,Often,6,Good,not much,No,excited,Yes,Yes,NULL,Yes,No,6-7 hours,Intresting,10,10,No,Confident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Public,8,
10/22/2023 11:19:04,4,3,No,NULL,"Social life, Teacher",Often,Sometimes,Disagree,Neutral,No,NULL,Yes,3,Sometimes,8,Stressful,not much,No,bored,No,No,NULL,Yes,No,6-7 hours,Boring,7,8,Yes,Confident,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,4,
10/22/2023 11:36:09,5,3,Yes,Normal,"Teacher, Exams",Sometimes,Sometimes,Disagree,Uncomfortable,No,NULL,No,NULL,Never,8,Stressful,always,No,bored,No,No,I have other engagements,Yes,Yes,7-9 hours,Boring,6,5,Yes,Neutral,Yes,Not realy,Rarely,Female,18-21,Single,Undergraduate (Bachelor),علم التصرّف,Tunisia,Sousse,Public,5,
10/22/2023 12:05:20,6,7,Yes,Normal,"Schedule, Exams, Administration",Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Daily,Yes,4,Often,4,Stressful,never,Yes,excited,No,No,Schedule,Yes,No,6-7 hours,Challenging,6,5,No,Neutral,No,NULL,Weekly,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Ben Arous,Public,6,
10/22/2023 12:14:25,5,9,Yes,Normal,"Subjects, Schedule, Exams",Sometimes,Often,Agree,Uncomfortable,No,NULL,Yes,10,Rarely,10,Good,occasionally,Yes,struggling,Yes,Yes,NULL,Yes,Yes,6-7 hours,Challenging,6,7,Yes,Neutral,No,NULL,Rarely,Male,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Kairouan,Public,6,very interesting 
10/22/2023 13:10:51,7,8,Yes,Positive/Good,Schedule,Never,Often,Agree,Neutral,No,NULL,Yes,6,Often,4,Good,never,No,trying my best,Yes,No,I have other engagements,Yes,No,5-6 hours,Challenging,6,5,No,Neutral,No,NULL,Rarely,Female,24-28,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Germany,,Public,7,
10/22/2023 14:43:31,5,8,Yes,Positive/Good,"Subjects, Administration",Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Monthly,Yes,5,Often,5,Good,sometimes,Yes,trying my best,No,No,NULL,Yes,No,6-7 hours,Challenging,7,7,Yes,Neutral,No,NULL,Daily,Male,22-24,Single,Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,,Public,7,
10/22/2023 14:52:17,7,7,Yes,Positive/Good,"Subjects, Schedule",Rarely,Rarely,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,6,Never,4,Stressful,sometimes,Yes,trying my best,No,No,other reasons,Yes,No,7-9 hours,Intresting,7,9,Yes,Confident,No,NULL,Weekly,Male,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ariana,Public,7,It's only male/female
10/22/2023 14:55:19,6,8,Yes,Positive/Good,"Teacher, Schedule, Exams",Often,Sometimes,Disagree,Comfortable,No,NULL,Yes,8,Sometimes,9,Good,sometimes,Yes,struggling,Yes,Yes,NULL,Yes,No,5-6 hours,Intresting,7,6,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Sweden,,Public,7,It was a very interesting questions with a lot of challenging answers.
10/22/2023 14:58:48,6,7,Yes,Normal,"Teacher, Subjects, Schedule",Sometimes,Often,Agree,Neutral,"Yes, occasionally",Rarely,Yes,7,Rarely,8,Toxic,not much,Yes,bored,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,9,5,Yes,Confident,No,NULL,Rarely,Male,18-21,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ariana,Public,4,
10/22/2023 15:00:26,1,1,Yes,Positive/Good,"Social life, ",Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,5,Never,3,Stressful,sometimes,Yes,trying my best,Yes,Yes,NULL,No,No,6-7 hours,Boring,8,2,Yes,Neutral,No,NULL,Weekly,Female,22-24,Single,Pre-Engineering,Ltic,Tunisia,Gabès,Public,5,
10/22/2023 15:04:33,5,6,Yes,Positive/Good,"Social life, Teacher, Exams",Sometimes,Often,Agree,Comfortable,No,NULL,Yes,5,Never,7,Stressful,sometimes,No,struggling,Yes,No,other reasons,No,Yes,5-6 hours,Boring,5,4,Yes,Neutral,No,NULL,Rarely,Female,22-24,Single,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Public,6,
10/22/2023 18:05:09,7,3,No,NULL,"Social life, Schedule, Exams",Sometimes,Sometimes,Agree,Neutral,"Yes, occasionally",Weekly,Yes,3,Sometimes,5,Good,sometimes,No,trying my best,Yes,No,Schedule,Yes,No,6-7 hours,Challenging,3,3,Yes,Neutral,Yes,Quiet helpful,Daily,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mannouba,Public,5,
10/22/2023 18:18:03,5,7,Yes,Normal,"Subjects, Schedule",Sometimes,Sometimes,Disagree,Comfortable,No,NULL,Yes,5,Sometimes,6,Good,not much,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,8,7,No,Confident,No,NULL,Monthly,Male,24-28,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Morocco,NULL,Public,7,Good
10/22/2023 22:20:30,5,7,Yes,Negative/Badly,"Exams, Administration",Often,Always,Agree,Neutral,"Yes, occasionally",Rarely,No,2,Sometimes,10,Good,occasionally,Yes,overwhelmed,No,No,I have other engagements,Yes,No,5-6 hours,Intresting,9,7,Yes,Neutral,No,No,Rarely,Male,22-24,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Syria,NULL,Public,7,(:
10/23/2023 13:11:14,4,1,No,NULL,"Social life, Exams, Administration",Always,Sometimes,Disagree,Neutral,No,NULL,Yes,5,Never,6,Stressful,sometimes,No,trying my best,Yes,No,other reasons,No,Yes,7-9 hours,Boring,5,5,No,Neutral,No,Not realy,Rarely,Female,22-24,Single,Master's,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mannouba,Public,3,
10/23/2023 16:40:05,2,7,Yes,Negative/Badly,"Subjects, Schedule, Administration",Never,Rarely,Disagree,Neutral,"Yes, Too Much",Weekly,No,NULL,Rarely,10,Toxic,always,Yes,trying my best,Yes,No,other reasons,No,Yes,5-6 hours,Challenging,3,8,Yes,Confident,No,NULL,Daily,Female,18-21,Divorced,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,10,Twil yeser form
10/23/2023 16:45:07,10,10,Yes,Normal,"Subjects, Schedule, Exams",Often,Rarely,Disagree,Uncomfortable,"Yes, Too Much",Daily,Yes,5,Never,4,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,No,Yes,7-9 hours,Challenging,5,7,No,Confident,Yes,Not realy,Never,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/23/2023 16:52:18,7,6,No,NULL,"Schedule, Exams",Rarely,Always,Agree,Comfortable,"Yes, occasionally",Weekly,Yes,7,Often,7,Stressful,occasionally,No,trying my best,Yes,No,Schedule,Yes,No,7-9 hours,Boring,5,6,Yes,Confident,Yes,Quiet helpful,Weekly,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,Very good 
10/23/2023 17:01:42,6,7,Yes,Normal,"Social life, Subjects",Sometimes,Sometimes,Disagree,Neutral,No,NULL,Yes,8,Sometimes,8,Stressful,not much,Yes,bored,Yes,No,Schedule,Yes,No,6-7 hours,Boring,5,3,No,Neutral,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,4,Good
10/23/2023 18:12:32,6,5,Yes,Normal,Schedule,Rarely,Rarely,Agree,Uncomfortable,"Yes, occasionally",Weekly,Yes,4,Sometimes,5,Good,occasionally,No,trying my best,Yes,No,Schedule,Yes,No,5-6 hours,Intresting,8,7,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/23/2023 19:03:44,8,7,Yes,Positive/Good,Schedule,Sometimes,Rarely,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,8,Sometimes,7,Stressful,not much,No,trying my best,No,Yes,NULL,Yes,Yes,6-7 hours,Challenging,8,9,Yes,Confident,Yes,Quiet helpful,Weekly,Male,18-21,Taken,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",France,,Public,7,
10/23/2023 22:01:10,6,6,Yes,Positive/Good,Schedule,Sometimes,Rarely,Agree,Comfortable,"Yes, Too Much",Weekly,Yes,6,Always,7,Motivating,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,8,6,No,Confident,Yes,Quiet helpful,Weekly,Male,18-21,Taken,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,,Public,8,
10/23/2023 22:05:30,7,2,No,NULL,"Social life, Schedule, Administration",Often,Sometimes,Disagree,Neutral,"Yes, occasionally",Monthly,No,NULL,Sometimes,8,Stressful,occasionally,No,trying my best,No,No,Schedule,No,Yes,6-7 hours,Boring,8,7,Yes,Neutral,No,NULL,Daily,Female,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Tunis,Public,7,
10/23/2023 22:45:57,7,4,Yes,Normal,Administration,Sometimes,Often,Disagree,Uncomfortable,"Yes, Too Much",Weekly,Yes,5,Sometimes,5,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,7,7,No,Confident,No,NULL,Weekly,Male,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Public,8,
10/24/2023 4:07:44,2,5,Yes,Positive/Good,"Exams, Administration",Often,Often,Disagree,Neutral,No,NULL,Yes,10,Rarely,8,Stressful,occasionally,No,overwhelmed,Yes,No,other reasons,No,No,6-7 hours,Challenging,10,10,No,Unconfident,Yes,Not realy,Rarely,Female,22-24,Married,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Germany,,Public,7,
10/24/2023 11:18:00,9,8,Yes,Normal,Schedule,Sometimes,Often,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,8,Sometimes,8,Stressful,not much,No,trying my best,Yes,Yes,NULL,Yes,No,7-9 hours,Challenging,7,8,Yes,Unconfident,No,NULL,Rarely,Female,18-21,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,I hope this can improve the educational system
10/24/2023 11:32:39,7,8,Yes,Positive/Good,"Teacher, Schedule, Administration",Rarely,Sometimes,Agree,Comfortable,"Yes, Too Much",Daily,No,4,Rarely,6,Stressful,sometimes,Yes,struggling,No,Yes,NULL,No,Yes,6-7 hours,Boring,7,6,No,Confident,No,NULL,Weekly,Male,22-24,Single,Master's,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,6,"It is very important to search for the origins of problems, and this surveys are a kind of way to reach them"
10/24/2023 11:36:35,8,8,Yes,Normal,"Teacher, Schedule, Administration",Rarely,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,No,NULL,Rarely,2,Toxic,not much,No,excited,No,No,I have other engagements,No,No,5-6 hours,Intresting,7,8,No,Confident,No,NULL,Monthly,Male,18-21,Single,Undergraduate (Bachelor),Computer Science,Tunisia,Sousse,Public,7,"Very broad and covers all necessary aspects, i like the questions"
10/24/2023 11:43:39,6,8,Yes,Normal,"Teacher, Exams, ",Rarely,Sometimes,Disagree,Uncomfortable,No,NULL,Yes,8,Sometimes,7,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,7,7,Yes,Neutral,Yes,Quiet helpful,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Spain,NULL,Public,7,
10/24/2023 11:49:00,6,8,Yes,Normal,"Teacher, Subjects, Schedule",Sometimes,Often,Agree,Uncomfortable,"Yes, Too Much",Daily,Yes,10,Never,9,Stressful,always,Yes,struggling,Yes,No,other reasons,No,Yes,5-6 hours,Boring,5,6,Yes,Unconfident,Yes,Quiet helpful,Monthly,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/24/2023 11:51:37,1,1,No,NULL,"Social life, Subjects, Schedule",Always,Often,Agree,Uncomfortable,No,NULL,Yes,8,Rarely,9,Stressful,not much,Yes,bored,Yes,No,Schedule,No,Yes,7-9 hours,Boring,4,3,Yes,Neutral,No,NULL,Rarely,Male,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/24/2023 11:53:57,9,9,Yes,Positive/Good,"Teacher, Subjects, Schedule",Rarely,Rarely,Disagree,Neutral,"Yes, Too Much",Daily,No,NULL,Never,6,Stressful,sometimes,No,trying my best,No,No,other reasons,Yes,No,7-9 hours,Boring,5,6,Yes,Neutral,No,NULL,Weekly,Female,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/24/2023 12:02:07,1,8,Yes,Positive/Good,"Teacher, Exams, Administration",Sometimes,Never,Agree,Comfortable,No,NULL,Yes,6,Rarely,5,Stressful,not much,Yes,bored,Yes,No,Schedule,Yes,No,6-7 hours,Boring,8,8,Yes,Confident,No,NULL,Weekly,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Public,7,
10/24/2023 12:15:04,3,5,No,NULL,Social life,Often,Rarely,Disagree,Neutral,No,NULL,Yes,6,Sometimes,2,Good,always,Yes,bored,No,No,Schedule,Yes,Yes,6-7 hours,Boring,5,1,Yes,Confident,No,NULL,Rarely,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Gabès,Public,5,
10/24/2023 12:36:34,2,4,No,Normal,"Social life, Teacher, Schedule",Rarely,Always,Agree,Neutral,"Yes, occasionally",Rarely,No,8,Sometimes,10,Toxic,always,Yes,struggling,Yes,No,other reasons,No,Yes,Less than 5 hours,Boring,1,10,Yes,Unconfident,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,4,
10/24/2023 12:55:03,7,4,No,NULL,"Subjects, Schedule, Administration",Sometimes,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",Weekly,Yes,7,Rarely,5,Good,never,Yes,bored,No,No,other reasons,No,No,6-7 hours,Boring,4,8,Yes,Neutral,No,NULL,Daily,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/24/2023 12:57:57,6,2,Yes,Normal,"Social life, Teacher, ",Sometimes,Sometimes,Agree,Neutral,"Yes, occasionally",Rarely,No,NULL,Sometimes,4,Good,never,Yes,trying my best,Yes,Yes,NULL,No,Yes,6-7 hours,Boring,8,6,No,Confident,No,NULL,Never,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Public,8,
10/24/2023 13:19:14,1,3,Yes,Normal,Subjects,Sometimes,Rarely,Agree,Comfortable,No,Monthly,Yes,4,Never,6,Toxic,never,Yes,trying my best,Yes,No,Schedule,Yes,No,5-6 hours,Boring,6,4,Yes,Confident,No,Not realy,Rarely,Male,18-21,Single,Pre-Engineering,Prepa,Tunisia,Nabeul,Public,4,Behya
10/24/2023 14:29:13,1,5,Yes,Normal,"Social life, Schedule",Sometimes,Often,Agree,Neutral,"Yes, occasionally",Weekly,No,NULL,Rarely,8,Good,always,Yes,struggling,Yes,No,other reasons,No,Yes,5-6 hours,Boring,1,1,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Tunis,Public,5,
10/24/2023 15:09:09,5,8,Yes,Positive/Good,"Social life, Schedule",Rarely,Often,Agree,Comfortable,No,NULL,Yes,9,Often,9,Good,not much,No,trying my best,No,Yes,NULL,Yes,No,7-9 hours,Intresting,8,9,No,Confident,No,NULL,Daily,Female,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ben Arous,Public,5,Good actually answering the questions made me feel better and cleared my mind
